id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Grade
3615,GP,M,14,U,GT3,T,2,3,teacher,services,course,mother,1,1,1,no,yes,no,no,yes,yes,yes,no,3,1,2,5,1,4,7,16,9,7
3616,MS,M,14,U,GT3,T,2,4,at_home,other,home,father,1,2,0,no,no,no,yes,yes,no,yes,yes,5,4,1,1,2,1,0,17,13,9
3617,GP,M,16,R,GT3,T,1,2,other,other,course,mother,2,2,0,no,yes,no,yes,no,yes,yes,no,4,3,4,1,2,4,3,16,14,9
3618,MS,M,14,U,GT3,T,2,0,other,services,reputation,mother,1,0,0,no,yes,no,yes,yes,yes,no,yes,4,4,0,1,2,4,0,8,11,9
3619,GP,F,17,U,GT3,T,4,3,other,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,3,1,2,1,4,1,0,13,8,11
3620,GP,F,16,R,GT3,T,4,1,at_home,other,home,other,1,1,0,no,yes,no,no,yes,yes,yes,yes,2,5,4,4,1,1,2,15,13,9
3621,MS,F,14,U,GT3,T,0,2,services,teacher,home,mother,1,3,0,no,yes,no,no,yes,no,yes,no,3,3,1,2,4,3,3,9,14,9
3622,GP,M,16,U,LE3,T,0,0,other,at_home,course,mother,1,1,0,no,yes,yes,no,yes,no,yes,yes,4,3,1,1,0,4,0,14,8,8
3623,GP,F,14,U,GT3,T,1,1,at_home,other,course,mother,1,1,0,yes,yes,yes,no,yes,no,yes,yes,3,3,1,3,4,3,1,14,10,8
3624,MS,F,15,R,LE3,T,2,2,services,other,other,other,1,2,0,no,no,no,no,yes,yes,yes,no,3,3,2,2,1,2,1,10,12,9
3625,GP,F,16,U,LE3,T,4,0,other,at_home,other,other,1,2,0,no,no,no,yes,yes,yes,yes,no,3,3,4,1,2,3,1,13,14,10
3626,MS,F,15,U,LE3,T,3,1,other,teacher,home,mother,3,2,0,no,yes,no,yes,no,yes,yes,yes,4,4,0,2,4,4,7,19,16,9
3627,GP,F,16,U,GT3,T,4,2,teacher,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,4,1,2,4,0,17,19,9
3628,MS,M,17,U,GT3,T,2,3,at_home,other,course,father,2,2,2,no,yes,no,no,no,yes,yes,yes,4,4,2,1,1,4,3,17,13,7
3629,GP,F,15,U,LE3,A,4,2,teacher,health,home,other,2,1,0,no,yes,no,yes,no,yes,no,yes,4,4,4,2,1,5,5,12,15,9
3630,GP,M,16,U,GT3,T,3,0,services,at_home,home,other,2,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,0,1,1,2,0,11,12,9
3631,GP,F,15,U,GT3,T,3,4,other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,no,yes,4,3,2,1,2,4,5,9,8,9
3632,GP,F,14,U,LE3,T,3,1,other,services,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,1,0,2,4,2,11,10,9
3633,GP,F,17,U,GT3,T,1,3,services,health,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,4,1,1,2,3,0,11,14,9
3634,GP,F,17,U,GT3,T,1,1,health,other,reputation,mother,1,0,0,no,yes,no,no,no,yes,yes,yes,1,4,1,4,1,2,11,9,12,8
3635,MS,M,16,U,LE3,T,1,1,teacher,other,course,other,2,2,0,no,no,no,no,no,yes,yes,no,4,3,0,1,2,4,0,14,13,9
3636,GP,M,18,U,GT3,T,2,1,health,other,home,mother,2,1,0,yes,yes,no,yes,yes,yes,yes,no,4,2,1,1,1,3,0,12,12,9
3637,MS,M,16,U,GT3,T,1,3,health,other,home,father,5,1,0,yes,yes,no,no,yes,yes,no,yes,4,4,4,1,0,0,4,14,10,8
3638,MS,F,14,U,GT3,T,1,2,other,at_home,reputation,other,4,2,2,no,yes,no,yes,yes,yes,yes,yes,3,2,2,1,2,0,0,10,9,7
3639,MS,M,17,U,GT3,T,1,2,at_home,services,reputation,other,2,0,0,no,yes,no,yes,yes,yes,no,no,3,3,0,3,4,2,1,11,16,8
3640,MS,F,17,U,LE3,T,2,1,other,health,reputation,mother,2,0,0,no,yes,no,yes,no,yes,no,yes,4,2,4,1,0,1,0,14,3,9
3641,MS,F,16,U,GT3,T,2,3,at_home,services,course,mother,2,2,0,no,no,no,yes,no,yes,no,no,5,5,1,2,1,4,0,20,11,9
3642,GP,F,16,U,GT3,T,3,2,other,other,other,mother,3,3,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,4,1,9,17,11
3643,MS,F,18,U,LE3,T,4,2,at_home,other,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,4,0,1,3,4,1,14,10,10
3644,GP,M,17,R,GT3,T,3,0,at_home,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,2,3,3,1,1,1,0,19,15,9
3645,MS,M,14,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,5,4,1,1,2,0,2,13,10,9
3646,GP,F,16,R,GT3,T,4,1,other,other,home,mother,2,1,0,no,no,no,no,yes,yes,yes,no,3,3,2,1,4,4,0,18,12,9
3647,GP,F,16,R,GT3,T,2,3,other,other,course,mother,1,1,0,no,yes,no,no,no,yes,yes,no,3,2,1,0,2,3,0,11,13,9
3648,GP,M,14,U,GT3,T,2,2,services,other,course,other,5,3,0,no,yes,no,no,no,yes,yes,no,4,5,0,1,4,4,0,18,11,11
3649,GP,M,16,U,GT3,T,2,0,services,other,course,other,3,2,0,no,yes,yes,no,no,yes,yes,yes,5,3,2,5,6,4,2,15,8,9
3650,GP,F,17,U,GT3,A,3,2,other,services,course,other,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,5,1,3,3,5,4,13,12,8
3651,GP,M,15,U,LE3,A,1,1,services,other,home,mother,1,0,0,no,yes,no,yes,yes,yes,no,no,5,1,2,1,4,4,0,14,11,8
3652,MS,M,16,U,LE3,T,3,2,services,services,course,other,1,0,0,yes,yes,no,yes,yes,yes,yes,no,3,3,2,1,2,4,0,14,13,9
3653,GP,F,14,U,LE3,T,3,0,health,other,course,mother,2,0,0,no,yes,no,yes,no,yes,yes,no,2,3,1,2,1,0,0,11,14,9
3654,MS,M,17,R,GT3,T,3,2,teacher,services,course,father,1,0,0,no,yes,no,no,yes,no,yes,no,4,1,1,1,1,1,17,14,14,7
3655,MS,M,17,U,LE3,T,2,1,at_home,services,home,father,2,2,0,yes,yes,no,no,yes,yes,yes,no,3,2,1,1,0,4,0,19,15,9
3656,GP,F,14,U,GT3,T,3,2,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,0,1,2,4,1,12,17,9
3657,GP,M,17,U,LE3,T,2,1,services,teacher,course,mother,0,1,0,no,yes,no,yes,yes,yes,no,no,5,4,4,1,3,2,2,16,10,9
3658,MS,F,16,U,LE3,T,3,0,other,other,course,mother,2,1,1,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,3,5,0,10,13,8
3659,MS,F,15,U,GT3,T,2,2,other,services,home,father,1,2,1,no,yes,no,no,yes,yes,yes,no,5,3,2,5,1,4,0,17,10,8
3660,GP,F,15,R,GT3,T,2,1,other,services,home,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,1,1,1,0,1,20,13,9
3661,MS,F,17,R,GT3,T,2,2,health,health,course,mother,2,2,1,no,yes,yes,yes,yes,yes,no,yes,3,3,3,5,1,3,9,18,15,8
3662,GP,F,19,R,GT3,T,4,1,other,teacher,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,3,0,1,2,3,2,11,13,9
3663,GP,F,16,U,LE3,A,2,0,at_home,at_home,course,other,1,3,0,no,yes,yes,no,no,yes,yes,no,4,3,1,3,2,0,0,20,16,11
3664,GP,F,17,U,LE3,A,3,0,other,other,home,father,3,3,0,no,yes,no,no,yes,no,yes,no,3,2,1,1,1,4,2,19,18,10
3665,GP,F,16,U,GT3,T,0,1,teacher,other,course,other,1,0,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,6,1,2,1,12,17,8
3666,GP,M,16,U,GT3,T,4,3,at_home,at_home,other,mother,1,2,0,yes,yes,no,no,yes,yes,no,no,4,2,1,1,2,3,0,17,7,10
3667,GP,M,15,U,LE3,T,3,3,services,other,reputation,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,3,4,3,14,12,9
3668,MS,M,15,U,GT3,T,1,0,services,health,reputation,other,1,2,0,no,yes,no,no,no,yes,yes,no,3,4,4,1,4,2,0,16,11,9
3669,GP,M,16,U,GT3,A,4,2,health,at_home,home,father,1,4,2,no,yes,no,yes,no,yes,yes,yes,5,3,5,6,3,4,5,11,0,12
3670,GP,F,16,R,GT3,T,2,1,at_home,at_home,home,mother,3,2,0,no,no,no,no,yes,no,no,no,4,3,4,2,2,4,1,14,9,8
3671,GP,M,16,U,GT3,T,4,0,other,health,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,2,4,2,3,2,4,0,13,13,10
3672,GP,M,16,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,yes,no,yes,yes,no,no,5,1,2,5,0,1,1,14,12,9
3673,GP,F,14,U,LE3,T,2,1,services,other,course,mother,1,2,0,no,yes,yes,yes,no,no,yes,yes,4,5,2,1,0,3,0,12,20,8
3674,MS,F,16,U,LE3,A,4,3,services,other,course,mother,1,2,0,no,no,yes,no,yes,yes,no,yes,4,4,2,1,4,2,2,11,13,10
3675,GP,F,15,R,LE3,T,4,2,at_home,health,course,other,1,0,1,no,no,no,yes,yes,no,yes,no,4,1,2,1,3,4,6,12,9,7
3676,GP,M,16,U,LE3,T,3,3,other,health,reputation,other,1,1,0,no,yes,no,yes,yes,no,yes,no,4,0,1,1,2,2,0,9,15,8
3677,GP,F,16,U,GT3,T,0,0,health,at_home,other,mother,1,1,2,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,1,1,14,2,6
3678,MS,M,14,U,LE3,T,3,2,other,at_home,home,mother,0,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,0,2,1,1,0,7,3,9
3679,GP,F,20,U,GT3,T,0,2,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,2,2,0,1,11,20,13,8
3680,GP,M,16,U,LE3,T,1,2,other,at_home,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,5,2,2,1,1,4,5,16,14,9
3681,MS,M,14,U,GT3,A,3,2,other,services,home,father,2,2,0,no,no,no,no,yes,yes,no,no,4,3,3,5,5,2,0,16,12,9
3682,MS,M,16,R,GT3,A,3,1,services,at_home,home,mother,1,1,0,no,yes,no,yes,yes,no,no,yes,4,3,1,1,4,3,0,17,14,8
3683,GP,F,16,U,GT3,T,3,1,other,at_home,home,father,1,4,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,1,2,4,2,15,11,14
3684,MS,F,14,U,GT3,T,1,3,health,other,course,mother,3,4,0,no,yes,yes,no,yes,no,yes,no,2,1,4,2,4,4,0,15,12,13
3685,GP,F,16,U,GT3,T,3,1,at_home,other,reputation,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,3,3,2,3,4,0,13,12,9
3686,GP,F,17,U,GT3,T,3,1,other,services,home,other,3,1,0,no,yes,no,no,yes,yes,yes,yes,5,5,2,1,3,2,1,14,8,9
3687,GP,M,15,R,GT3,T,3,0,at_home,other,home,mother,1,2,0,no,no,no,yes,no,no,yes,yes,4,4,1,1,1,4,1,15,16,9
3688,GP,M,14,U,GT3,T,2,3,services,other,course,mother,1,2,0,yes,yes,no,no,yes,no,yes,no,4,5,2,3,5,0,0,15,8,9
3689,MS,F,14,R,LE3,T,4,1,services,services,course,mother,2,1,0,no,no,no,yes,no,yes,yes,no,4,3,2,3,0,4,3,19,17,9
3690,GP,M,16,U,GT3,T,3,1,services,other,course,mother,5,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,4,1,4,0,11,16,9
3691,GP,F,17,U,GT3,T,2,1,services,at_home,home,other,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,15,14,9
3692,MS,F,14,U,LE3,A,2,2,services,services,other,other,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,3,3,1,1,4,14,11,8,7
3693,GP,F,14,U,GT3,T,3,0,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,1,1,1,1,18,15,9
3694,GP,F,16,R,GT3,A,3,2,services,teacher,course,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,5,0,1,3,2,0,16,9,11
3695,MS,F,16,R,GT3,T,2,3,other,other,reputation,mother,4,1,0,yes,no,no,no,no,yes,yes,no,4,3,2,1,2,5,4,14,16,9
3696,GP,F,14,U,GT3,T,4,0,other,other,home,mother,1,3,0,yes,yes,yes,no,yes,yes,yes,no,4,4,3,2,2,4,6,17,11,11
3697,MS,M,14,U,GT3,T,3,1,services,other,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,yes,4,3,0,1,4,4,0,19,10,9
3698,MS,F,15,U,GT3,T,2,1,other,other,other,other,1,1,0,no,yes,no,no,yes,no,yes,no,5,2,4,1,1,3,3,13,18,8
3699,GP,F,16,U,LE3,T,3,2,other,teacher,course,father,2,3,0,no,yes,no,no,yes,yes,yes,no,4,3,2,5,1,0,4,20,7,11
3700,MS,F,16,U,GT3,T,3,3,services,at_home,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,4,2,1,3,4,0,13,9,9
3701,GP,M,18,U,LE3,T,4,3,services,other,home,mother,1,1,0,no,no,no,yes,yes,yes,no,no,4,2,1,3,2,2,0,15,14,9
3702,MS,M,16,U,GT3,T,3,2,other,at_home,course,mother,1,2,1,yes,no,no,no,yes,yes,no,no,4,3,3,5,1,4,4,19,11,8
3703,GP,F,17,U,GT3,T,0,1,teacher,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,1,3,1,3,3,0,19,13,8
3704,GP,F,17,U,LE3,T,3,0,services,services,course,other,1,1,0,yes,yes,no,yes,yes,yes,yes,no,5,1,4,1,0,0,1,15,9,9
3705,GP,M,15,U,GT3,T,4,0,other,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,no,3,4,4,2,3,4,0,17,0,9
3706,GP,F,17,R,LE3,T,1,2,at_home,other,course,father,1,2,0,yes,yes,yes,yes,yes,no,no,no,5,4,2,0,0,4,0,6,13,8
3707,MS,F,15,U,GT3,T,2,1,services,teacher,home,mother,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,12,15,8
3708,GP,M,18,R,LE3,T,4,4,health,services,other,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,4,2,1,3,4,4,0,11,13,9
3709,GP,M,14,U,GT3,T,2,2,other,services,other,mother,5,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,0,3,4,5,19,14,8
3710,GP,F,16,U,GT3,T,1,1,other,services,reputation,mother,4,2,0,no,yes,yes,no,no,yes,yes,no,3,2,3,5,2,2,4,12,12,9
3711,MS,F,14,U,LE3,T,1,4,other,teacher,home,father,1,0,0,no,yes,no,yes,yes,no,yes,yes,5,0,3,1,0,1,0,15,8,8
3712,GP,M,15,U,GT3,T,4,1,at_home,other,course,mother,3,0,1,yes,yes,no,yes,yes,yes,yes,no,4,4,2,1,2,4,0,12,15,8
3713,MS,M,17,U,GT3,T,4,1,services,teacher,course,mother,2,4,0,no,yes,no,yes,no,yes,no,no,4,4,2,3,2,4,4,10,15,14
3714,GP,F,15,U,GT3,T,1,1,services,services,other,mother,2,0,0,no,no,no,yes,yes,no,yes,no,5,3,1,1,2,5,0,16,13,8
3715,MS,M,14,U,LE3,A,2,2,other,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,no,3,4,1,1,1,4,0,14,13,9
3716,GP,M,16,U,GT3,A,0,1,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,1,1,2,4,6,12,12,8
3717,GP,F,17,U,GT3,T,3,3,at_home,other,other,other,2,2,0,no,no,no,no,yes,yes,yes,no,5,3,3,6,5,0,0,18,5,9
3718,GP,F,17,R,GT3,T,3,2,teacher,other,reputation,mother,2,1,0,no,no,yes,no,yes,yes,yes,no,3,4,1,1,2,2,0,19,14,9
3719,GP,F,14,U,GT3,T,2,3,other,other,home,father,2,2,0,no,yes,no,no,yes,yes,yes,no,3,0,4,2,2,3,0,11,12,9
3720,GP,M,15,U,GT3,T,3,1,other,other,reputation,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,3,4,0,6,1,1,4,16,8,9
3721,GP,M,17,U,GT3,T,3,0,other,services,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,1,0,1,1,5,5,14,18,11
3722,GP,M,15,R,GT3,T,3,0,at_home,teacher,home,mother,1,0,0,no,yes,no,yes,yes,yes,yes,yes,5,2,2,1,2,4,8,20,13,8
3723,GP,M,16,U,GT3,T,4,3,other,other,home,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,3,1,2,1,4,3,12,14,9
3724,GP,M,16,U,LE3,T,1,1,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,8,11,9
3725,GP,F,14,U,GT3,T,3,3,at_home,health,home,other,3,1,0,no,yes,no,yes,yes,yes,no,no,3,3,1,1,2,0,2,15,11,9
3726,GP,M,17,R,GT3,T,2,0,services,at_home,course,other,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,1,0,15,16,9
3727,GP,F,17,U,LE3,T,1,2,other,other,home,other,1,4,1,no,no,no,yes,yes,yes,no,yes,5,3,2,5,2,1,0,8,19,12
3728,MS,F,17,R,LE3,T,2,0,other,services,home,mother,3,3,0,no,yes,yes,yes,yes,yes,no,yes,3,4,2,1,1,0,21,16,14,9
3729,GP,M,14,U,LE3,T,2,3,at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,5,2,1,2,3,3,2,19,10,9
3730,GP,F,16,U,GT3,T,2,1,other,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,yes,3,2,4,3,2,1,3,15,14,9
3731,MS,F,14,U,GT3,T,2,1,services,health,course,mother,5,1,0,no,yes,no,no,yes,no,yes,yes,4,1,2,1,1,0,3,15,10,8
3732,GP,F,14,U,GT3,A,2,2,services,teacher,other,mother,1,1,0,yes,yes,yes,no,no,yes,yes,yes,3,1,1,2,2,4,0,14,11,9
3733,GP,F,15,U,GT3,T,4,0,at_home,at_home,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,2,0,1,4,3,1,15,13,9
3734,GP,F,16,U,LE3,T,3,3,other,at_home,course,mother,3,2,0,no,yes,no,yes,no,yes,no,yes,4,5,0,1,4,3,2,10,10,9
3735,MS,M,16,U,GT3,T,2,0,at_home,at_home,course,mother,5,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,0,2,0,3,3,15,15,9
3736,GP,M,17,U,GT3,T,2,1,other,other,other,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5,2,2,5,5,4,1,17,20,9
3737,MS,F,16,U,LE3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,1,3,0,9,8,11
3738,GP,M,16,U,GT3,T,3,1,at_home,teacher,home,father,2,1,1,no,yes,no,no,yes,yes,no,no,4,4,3,1,2,3,0,13,5,8
3739,GP,M,16,U,LE3,T,4,3,services,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,no,3,4,2,4,2,0,0,13,11,9
3740,GP,M,15,U,LE3,T,4,2,health,other,home,mother,1,3,0,yes,yes,no,no,yes,no,yes,no,5,4,4,1,0,0,2,14,16,10
3741,MS,F,16,U,GT3,T,1,3,at_home,teacher,course,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,3,3,2,1,2,3,2,12,11,10
3742,GP,F,17,U,LE3,T,4,1,health,services,course,father,1,4,0,no,yes,no,no,yes,yes,no,yes,4,3,2,1,2,4,2,10,11,14
3743,GP,M,17,U,LE3,T,2,0,services,health,reputation,mother,2,1,1,no,yes,no,yes,no,yes,no,no,4,2,1,2,5,5,0,10,17,8
3744,GP,M,14,U,GT3,T,4,3,at_home,teacher,other,mother,1,1,0,yes,no,no,yes,yes,yes,yes,no,5,0,4,1,2,4,0,12,12,9
3745,GP,M,15,R,GT3,T,3,3,other,other,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,2,1,2,4,0,15,12,9
3746,GP,M,15,R,GT3,T,3,3,other,health,home,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,0,4,1,3,0,16,13,9
3747,MS,M,15,U,GT3,T,4,2,other,services,reputation,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,0,0,4,1,0,8,11,10
3748,MS,F,16,U,GT3,A,0,2,other,teacher,course,other,2,2,0,no,yes,no,no,yes,yes,yes,no,3,3,2,3,1,4,0,16,10,9
3749,MS,F,16,U,LE3,T,3,2,other,health,course,father,1,0,0,no,no,no,no,yes,yes,yes,yes,4,3,2,5,1,3,1,16,10,9
3750,GP,M,14,R,GT3,T,2,2,at_home,health,course,father,0,0,0,no,no,no,no,no,yes,yes,no,4,2,3,1,5,2,0,18,12,9
3751,MS,F,16,U,LE3,T,2,3,other,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,yes,4,4,4,1,4,3,0,9,13,9
3752,MS,F,14,U,LE3,T,3,3,services,services,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,5,0,4,1,19,11,11
3753,GP,F,16,U,GT3,T,2,2,other,health,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,3,3,2,1,1,4,2,14,9,9
3754,GP,M,16,R,LE3,T,4,0,at_home,teacher,course,mother,1,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,2,3,7,16,15,9
3755,MS,M,14,R,LE3,T,2,1,other,health,course,father,2,2,0,no,yes,yes,no,yes,no,yes,no,3,2,2,1,2,2,5,15,13,8
3756,GP,F,16,U,LE3,T,2,2,at_home,other,course,other,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,4,2,1,0,4,5,15,15,8
3757,GP,M,17,U,LE3,T,3,3,other,other,home,other,1,2,0,no,yes,no,no,yes,yes,no,no,3,3,2,3,2,1,5,13,9,9
3758,MS,M,15,U,GT3,T,4,2,services,health,course,other,1,1,1,yes,yes,no,no,yes,yes,yes,no,4,3,2,1,0,4,7,18,14,8
3759,GP,F,16,U,GT3,T,2,1,other,services,other,mother,0,3,0,no,no,yes,no,no,yes,yes,yes,4,3,4,6,4,4,3,15,11,11
3760,GP,F,14,U,GT3,T,2,2,services,services,home,father,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,4,4,3,1,4,1,19,15,9
3761,GP,M,14,U,LE3,A,2,1,services,other,course,father,1,4,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,4,4,0,19,17,13
3762,GP,M,16,U,GT3,T,2,2,at_home,teacher,other,mother,2,1,0,yes,yes,no,yes,no,yes,yes,yes,5,2,1,4,0,4,0,14,16,9
3763,GP,M,16,U,GT3,T,3,3,other,services,reputation,other,1,2,0,yes,no,no,yes,yes,no,yes,no,5,4,2,2,1,4,6,14,21,8
3764,GP,M,16,U,GT3,A,1,2,other,services,reputation,father,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,0,3,0,20,15,9
3765,GP,M,17,U,LE3,A,2,1,at_home,health,course,mother,1,0,0,no,yes,no,yes,yes,yes,yes,yes,5,2,1,5,3,4,0,15,12,9
3766,GP,F,14,U,GT3,T,2,3,other,services,course,father,1,4,0,no,yes,no,no,no,no,yes,no,5,2,4,1,5,1,0,15,16,13
3767,MS,M,16,R,GT3,T,2,3,teacher,at_home,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,1,1,2,1,3,3,15,16,9
3768,GP,M,16,U,GT3,T,3,1,services,other,home,mother,1,0,0,no,yes,yes,no,yes,yes,yes,yes,5,3,2,1,0,4,2,10,19,9
3769,MS,F,16,U,GT3,T,1,1,other,health,home,mother,2,0,1,no,yes,no,no,yes,yes,yes,no,4,3,3,2,0,3,1,14,13,7
3770,GP,M,16,U,GT3,T,4,1,other,other,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,no,2,3,2,2,4,4,0,14,15,9
3771,MS,M,16,U,GT3,T,2,3,services,health,reputation,other,1,2,0,no,yes,no,no,yes,no,yes,yes,4,2,4,0,2,5,0,16,9,9
3772,GP,F,16,U,LE3,T,2,0,other,other,course,other,1,2,1,no,no,yes,yes,yes,no,yes,yes,5,4,1,1,4,4,0,12,10,7
3773,GP,F,15,U,GT3,T,4,4,teacher,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,2,0,5,1,0,12,11,10
3774,GP,F,14,U,LE3,T,2,1,other,other,home,mother,1,1,0,no,yes,yes,no,no,yes,yes,no,4,2,3,1,4,4,14,20,14,8
3775,GP,F,14,U,LE3,T,1,3,services,other,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,2,1,1,4,2,0,11,13,9
3776,GP,F,17,U,GT3,T,4,2,services,teacher,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,5,2,3,1,18,8,10
3777,GP,F,18,R,LE3,T,4,4,other,teacher,home,father,1,1,0,no,no,no,no,yes,yes,yes,no,1,4,2,1,1,4,0,12,16,9
3778,MS,F,17,U,GT3,A,2,2,at_home,at_home,home,mother,2,2,0,no,no,yes,yes,no,yes,no,yes,4,3,3,1,0,2,1,16,12,9
3779,GP,M,14,U,GT3,T,3,2,health,at_home,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,0,1,2,2,2,1,14,14,9
3780,GP,F,15,U,GT3,A,2,1,teacher,teacher,course,mother,1,0,0,no,yes,yes,yes,yes,yes,yes,no,4,3,4,1,3,4,0,9,13,9
3781,MS,M,14,U,LE3,T,3,1,other,at_home,home,other,1,1,0,yes,yes,no,no,yes,no,yes,no,4,3,3,5,0,2,0,20,15,8
3782,MS,F,14,U,GT3,T,3,3,other,services,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,0,1,2,5,1,13,17,9
3783,GP,F,16,U,GT3,T,3,1,other,teacher,reputation,mother,1,0,0,no,yes,no,no,yes,yes,yes,no,3,4,1,1,1,2,0,14,7,9
3784,GP,F,16,U,LE3,T,0,2,teacher,other,course,father,1,3,0,no,yes,no,no,yes,yes,no,no,5,3,2,2,1,5,0,10,10,10
3785,GP,F,17,U,GT3,A,3,1,teacher,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,1,1,4,2,19,18,11
3786,GP,M,16,U,GT3,T,3,2,teacher,at_home,reputation,other,1,0,1,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,1,14,16,11,7
3787,MS,F,16,U,GT3,A,2,2,other,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,0,3,4,0,1,3,5,8,10,9
3788,GP,M,15,R,GT3,T,4,1,at_home,other,course,mother,0,2,0,no,no,yes,yes,yes,yes,yes,yes,5,5,2,1,2,4,3,15,17,9
3789,MS,F,14,U,GT3,A,3,1,services,teacher,home,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,1,6,1,4,2,15,10,9
3790,GP,M,15,R,GT3,A,4,2,other,services,home,mother,2,2,0,yes,no,no,no,yes,yes,yes,no,5,2,1,5,2,3,2,20,14,10
